show_id,rating,duration,listed_in,score,votes,popularity
s1387,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies",8,18169,8.1
s1388,PG-13,133 min,"Dramas, Thrillers",4.1,22606,4
s1389,R,127 min,Dramas,4.6,21926,5
s1390,R,95 min,Comedies,6,27325,5.7
s1391,R,101 min,Dramas,7.9,18850,7.7
s1392,R,123 min,Dramas,4.7,8624,4.6
s1393,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",7.3,1852,7.7
s1394,TV-14,89 min,Thrillers,5.5,8629,5.3
s1395,TV-MA,1 Season,"Docuseries, Science & Nature TV",6.7,2105,6.9
s1396,TV-Y,4 Seasons,Kids' TV,5.5,127,5.2
s1397,R,100 min,Action & Adventure,6.4,18561,6.6
s1398,PG-13,108 min,"Dramas, Sci-Fi & Fantasy",6.1,20969,5.7
s1399,R,94 min,Horror Movies,7.8,15568,8.1
s1400,TV-14,103 min,"Dramas, Independent Movies",6.2,1907,6.3
s1401,TV-MA,1 Season,Reality TV,5.8,3136,5.7
s1402,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers",7.9,5857,7.5
s1403,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",7.7,17287,8.2
s1404,TV-G,105 min,"Children & Family Movies, Comedies, Dramas",5.6,1312,5.3
s1405,TV-G,3 Seasons,"Kids' TV, TV Comedies",4.6,23299,4.5
s1406,R,116 min,Action & Adventure,5.4,42472,4.9
s1407,PG,92 min,"Children & Family Movies, Comedies",6.8,25383,6.9
s1408,TV-Y,65 min,Children & Family Movies,6,18819,6.1
s1409,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",5.9,1513,5.8
s1410,R,115 min,Thrillers,4.2,9919,4.1
s1411,TV-MA,96 min,"Dramas, International Movies",7.3,17160,6.8
s1412,TV-14,32 min,Documentaries,6.6,738,7.1
s1413,TV-PG,102 min,"Dramas, International Movies, LGBTQ Movies",6.4,970,6.2
s1414,TV-MA,102 min,"Dramas, International Movies",8,1258,8
s1415,TV-14,101 min,"Comedies, Dramas, International Movies",6.3,200,6
s1416,R,71 min,"Dramas, Thrillers",7.7,12955,8.1
s1417,TV-MA,1 Season,"Crime TV Shows, Docuseries",7.5,25727,8
s1418,TV-MA,81 min,"International Movies, Thrillers",7.9,27662,7.6
s1419,TV-MA,98 min,Stand-Up Comedy,7,380,7.2
s1420,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas",4.3,8876,4.5
s1421,TV-MA,90 min,Documentaries,6.7,3423,6.9
s1422,R,112 min,"Comedies, Dramas, International Movies",6.8,25015,6.4
s1423,TV-14,161 min,"Dramas, International Movies",6.2,14724,6.1
s1424,TV-14,129 min,"Comedies, International Movies, Romantic Movies",4.6,28802,5
s1425,TV-Y7,85 min,"Children & Family Movies, Comedies",5.6,3566,5.4
s1426,TV-14,14 min,Documentaries,6.9,627,7
s1427,TV-MA,148 min,"Dramas, International Movies",6,29864,5.6
s1428,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries",6,28302,5.6
s1429,TV-MA,99 min,"Dramas, Independent Movies, International Movies",4.8,25649,4.8
s1430,TV-Y,1 Season,"Kids' TV, TV Comedies",4.4,22827,3.9
s1431,TV-14,1 Season,Docuseries,5.9,24809,6
s1432,TV-MA,97 min,"Comedies, Dramas, International Movies",6,10611,5.5
s1433,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows",5.4,585,5.4
s1434,TV-14,101 min,"Dramas, International Movies",5.4,23397,5.1
s1435,PG,89 min,"Children & Family Movies, Comedies",5.8,1075,5.4
s1436,R,128 min,Dramas,7.8,21492,7.7
s1437,TV-MA,76 min,"Documentaries, International Movies, Music & Musicals",5.6,23634,6
s1438,TV-MA,1 Season,"Docuseries, Reality TV",6.2,2077,6.3
s1439,TV-14,99 min,"Documentaries, International Movies, Sports Movies",6.8,1436,6.6
s1440,TV-MA,1 Season,"Docuseries, TV Comedies",6.4,4966,6.6
s1441,TV-PG,3 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows",6.3,312,6.8
s1442,TV-14,126 min,"Action & Adventure, Comedies, International Movies",5.7,28066,5.4
s1443,TV-G,1 Season,"Docuseries, International TV Shows",7.8,73,7.3
s1444,TV-14,1 Season,Docuseries,7.7,920,7.8
s1445,PG-13,106 min,"Comedies, Romantic Movies, Sports Movies",5,13070,5.4
s1446,TV-14,101 min,"Action & Adventure, Comedies, International Movies",5.1,2375,5.3
s1447,TV-MA,87 min,Comedies,5.2,27049,5.6
s1448,R,111 min,"Horror Movies, Thrillers",5.2,17323,5.3
s1449,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Dramas",7.9,17923,7.7
s1450,TV-G,2 Seasons,Reality TV,5.6,1267,5.9
s1451,R,90 min,Stand-Up Comedy,4.8,5681,5.3
s1452,TV-Y,91 min,"Children & Family Movies, Dramas, Sports Movies",7.1,5711,7
s1453,PG-13,101 min,"Dramas, Independent Movies",7.1,9804,7.6
s1454,PG,96 min,"Children & Family Movies, Comedies",7.3,20825,7
s1455,PG-13,96 min,Documentaries,4.3,29388,3.9
s1456,TV-G,1 Season,"Docuseries, Science & Nature TV",8.4,1602,8.9
s1457,R,148 min,"Action & Adventure, Dramas, Independent Movies",7.7,25704,7.5
s1458,TV-MA,1 Season,"Spanish-Language TV Shows, TV Dramas",7.2,247,7.4
s1459,R,96 min,Action & Adventure,4,7566,4.3
s1460,PG-13,98 min,Comedies,5.1,18692,5.4
s1461,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",7.8,3323,7.3
s1462,R,104 min,"Comedies, Dramas, Independent Movies",6.7,20488,6.2
s1463,TV-Y7,1 Season,"Kids' TV, TV Comedies",6.7,6977,6.8
s1464,TV-Y,1 Season,Kids' TV,8,15341,8.4
s1465,TV-14,53 min,Documentaries,6.3,959,6.5
s1466,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",6.9,14334,6.5
s1467,TV-14,54 min,Documentaries,5.9,4230,5.9
s1468,PG-13,113 min,"Action & Adventure, Thrillers",7.3,8142,6.8
s1469,TV-MA,102 min,"Comedies, International Movies",4.3,362,4.1
s1470,PG-13,118 min,"Classic Movies, Dramas, Independent Movies",5.7,18131,5.4
s1471,TV-MA,83 min,"Dramas, LGBTQ Movies",7.6,8502,7.2
s1472,TV-MA,77 min,Stand-Up Comedy,5.5,650,5.1
s1473,TV-14,116 min,"Comedies, Dramas, International Movies",7.7,26587,7.4
s1474,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",6.2,26345,6.1
s1475,TV-PG,116 min,"Action & Adventure, Dramas, Faith & Spirituality",6,203,5.9
s1476,TV-14,106 min,"Comedies, Dramas, International Movies",6.7,588,6.7
s1477,TV-G,1 Season,Reality TV,5.6,538,5.5
s1478,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers",4.8,20480,5.1
s1479,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers",6.1,7027,6.1
s1480,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7.8,1547,7.9
s1481,TV-14,9 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",5.6,13340,5.4
s1482,TV-MA,105 min,"Horror Movies, International Movies",4.7,371,4.9
s1483,TV-Y7,1 Season,Anime Series,8,24292,7.7
s1484,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.3,1067,7.2
s1485,PG-13,8 min,Dramas,6.7,727,7.1
s1486,PG,110 min,"Children & Family Movies, Comedies",4.6,15097,5
s1487,TV-MA,71 min,Comedies,6.8,38711,6.4
s1488,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.4,139,6.5
s1489,TV-MA,91 min,"Dramas, International Movies",6,1080,5.7
s1490,TV-PG,2 Seasons,"Docuseries, International TV Shows",8.7,84,8.6
s1491,TV-Y,46 min,Children & Family Movies,5.8,61,5.5
s1492,TV-MA,109 min,"Comedies, Dramas, International Movies",6.9,14362,7.2
s1493,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",6.6,9938,7.1
s1494,TV-G,102 min,"International Movies, Romantic Movies",4.6,12047,5
s1495,PG,101 min,"Children & Family Movies, Comedies",8,29796,8
s1496,TV-MA,94 min,"Comedies, Dramas, International Movies",7.7,4476,7.9
s1497,TV-G,110 min,"Children & Family Movies, Dramas, International Movies",7.3,12435,7.2
s1498,TV-14,117 min,"Dramas, International Movies, Romantic Movies",7.8,2112,7.4
s1499,TV-14,85 min,"Action & Adventure, Comedies, Independent Movies",6.4,6973,6
s1500,PG-13,119 min,Dramas,5.4,15916,5
s1501,TV-MA,115 min,"Dramas, International Movies, LGBTQ Movies",7.2,6194,7.3
s1502,R,105 min,"Dramas, Romantic Movies",4.7,22918,4.7
s1503,TV-MA,68 min,Stand-Up Comedy,4.7,328,4.8
s1504,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.6,2564,7.8
s1505,TV-14,57 min,Music & Musicals,5.1,5327,5.3
s1506,TV-Y,1 Season,Kids' TV,8.1,18,8.4
s1507,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",4,24177,4.3
s1508,TV-Y,28 min,"Children & Family Movies, Comedies",6.9,8181,7.3
s1509,TV-Y,1 Season,"British TV Shows, Kids' TV",7,29119,7.3
s1510,TV-MA,98 min,"Documentaries, Music & Musicals",6.3,2642,6.7
s1511,R,95 min,Comedies,5,27122,5.5
s1512,TV-14,96 min,"Comedies, International Movies",4.3,16562,3.8
s1513,TV-MA,66 min,Stand-Up Comedy,5.8,16289,5.9
s1514,PG-13,112 min,Dramas,7.2,28425,6.7
s1515,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.8,37,8.1
s1516,R,84 min,Comedies,6.6,8772,6.7
s1517,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",7.7,13956,8
s1518,R,94 min,"Dramas, Music & Musicals",7.7,13940,7.7
s1519,TV-PG,32 min,"Documentaries, Music & Musicals",7.8,10425,8.3
s1520,TV-PG,98 min,"Children & Family Movies, Comedies, Dramas",4.1,17426,4.1
s1521,TV-MA,1 Season,"International TV Shows, TV Dramas",8.1,6790,7.7
s1522,TV-PG,85 min,"Dramas, Independent Movies, International Movies",6,20660,5.8
s1523,TV-14,120 min,"Dramas, International Movies, Romantic Movies",5.4,6773,5.8
s1524,TV-14,83 min,"Comedies, Dramas, International Movies",3.2,142,2.7
s1525,R,94 min,Action & Adventure,7.4,25276,7.9
s1526,TV-14,102 min,"Dramas, International Movies, Romantic Movies",7.1,15835,7.3
s1527,TV-14,111 min,"Comedies, International Movies, Romantic Movies",6.5,3020,6.5
s1528,TV-Y,2 Seasons,"British TV Shows, Kids' TV",5.2,90,4.7
s1529,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.2,5378,3.9
s1530,TV-14,90 min,"International Movies, Romantic Movies",4.9,10233,5.3
s1531,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",7.3,1130,7.4
s1532,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",6.4,13282,6.9
s1533,TV-MA,1 Season,"Docuseries, International TV Shows",6.9,414,6.9
s1534,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows",7.6,1250,7.8
s1535,TV-MA,110 min,"Dramas, International Movies, LGBTQ Movies",6,26678,6.3
s1536,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.2,506,6.6
s1537,PG-13,87 min,"Horror Movies, Thrillers",5.8,8475,5.4
s1538,PG-13,132 min,Dramas,7.6,4081,7.4
s1539,TV-14,1 Season,"Anime Series, International TV Shows",4.1,19389,4.4
s1540,TV-14,1 Season,"Anime Series, International TV Shows",5.2,23288,5.1
s1541,R,117 min,"Dramas, Thrillers",5.4,3412,4.9
s1542,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",7.1,9637,6.8
s1543,TV-MA,50 min,Stand-Up Comedy,6.5,273,6.8
s1544,TV-14,2 Seasons,Reality TV,4.8,478,4.3
s1545,R,106 min,"Dramas, Independent Movies, Sports Movies",4.7,7430,5.1
s1546,TV-Y,2 Seasons,"Kids' TV, TV Comedies",6.6,535,6.8
s1547,TV-MA,2 Seasons,Docuseries,7.4,794,7.8
s1548,TV-14,2 Seasons,Reality TV,5.9,1856,6.4
s1549,TV-14,2 Seasons,Reality TV,6.2,11627,6.4
s1550,TV-14,125 min,"Dramas, Independent Movies",6.8,11666,6.3
s1551,PG-13,107 min,"Comedies, Romantic Movies",5.8,9930,6.1
s1552,TV-Y7,2 Seasons,Kids' TV,8.5,10730,8.4
s1553,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",6.4,12316,6.8
s1554,TV-MA,59 min,Comedies,4.6,15276,4.7
s1555,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",6.6,9602,6.3
s1556,TV-Y,2 Seasons,"Kids' TV, TV Comedies",7,10691,7
s1557,TV-Y,28 min,Children & Family Movies,5.6,217,5.8
s1558,G,9 min,"Children & Family Movies, Dramas",6.4,2746,6.7
s1559,PG-13,91 min,Documentaries,6.9,294,6.6
s1560,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",6.1,18076,6.3
s1561,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",6.3,26251,6.8
s1562,TV-MA,133 min,"Dramas, International Movies, Sports Movies",6.8,17926,6.3
s1563,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries",7.2,23935,6.7
s1564,TV-MA,109 min,"Dramas, LGBTQ Movies",6.5,923,6.4
s1565,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.2,15387,7.1
s1566,TV-G,107 min,"International Movies, Romantic Movies",4.8,2490,4.3
s1567,TV-14,111 min,"Dramas, International Movies, Romantic Movies",7.3,29434,6.8
s1568,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",4.9,3732,5.2
s1569,TV-MA,105 min,"Dramas, Independent Movies, International Movies",7,7571,6.6
s1570,TV-14,4 Seasons,"International TV Shows, TV Comedies",7.3,20497,6.9
s1571,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.7,29979,7.2
s1572,TV-14,119 min,"Comedies, Dramas, International Movies",7,21001,6.6
s1573,TV-G,2 Seasons,"Kids' TV, TV Comedies",6.3,2464,6
s1574,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",6.7,1247,6.3
s1575,TV-14,1 Season,"Docuseries, Science & Nature TV",8.5,1051,8.8
s1576,TV-PG,104 min,"Documentaries, International Movies",6.7,210,6.2
s1577,PG,83 min,"Children & Family Movies, Comedies",5.4,19893,5.5
s1578,TV-MA,90 min,"Documentaries, International Movies, Music & Musicals",6.9,23200,7.2
s1579,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5,135,4.5
s1580,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",6.7,14730,7.1
s1581,TV-Y7,79 min,Children & Family Movies,6,64,6.5
s1582,TV-Y,24 min,Children & Family Movies,7.7,26345,7.8
s1583,R,115 min,"Dramas, Thrillers",5.2,23559,4.8
s1584,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.7,2250,7.6
s1585,R,97 min,"Action & Adventure, Dramas",5.9,25174,5.4
s1586,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",5.7,5189,5.6
s1587,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7,2348,7.1
s1588,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",6.3,534,6.7
s1589,TV-Y,26 min,Children & Family Movies,4,14360,3.8
s1590,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.2,6685,3.8
s1591,TV-MA,4 Seasons,TV Comedies,7.4,12972,7.6
s1592,TV-Y7,46 min,"Children & Family Movies, Comedies",7.2,25330,7.6
s1593,TV-MA,106 min,"Comedies, International Movies, Thrillers",4.8,1404,4.5
s1594,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",5.1,507,4.7
s1595,TV-MA,113 min,"Comedies, International Movies",3.7,7551,3.2
s1596,R,133 min,"Dramas, Independent Movies",5,14721,4.5
s1597,TV-MA,3 Seasons,"British TV Shows, Reality TV",8.1,148,7.8
s1598,TV-PG,93 min,"Children & Family Movies, Dramas",6.6,548,6.8
s1599,TV-14,108 min,"Dramas, International Movies, Romantic Movies",5.2,11995,4.8
s1600,TV-MA,96 min,"Comedies, Dramas, International Movies",5.8,1204,6
s1601,TV-Y,25 min,Children & Family Movies,6,40,6.2
s1602,TV-MA,101 min,"Comedies, International Movies",6.7,4558,7.1
s1603,TV-14,106 min,"Comedies, Dramas, International Movies",5.2,9400,5.2
s1604,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",6.5,3679,6.1
s1605,TV-MA,54 min,Stand-Up Comedy,7.8,1581,7.6
s1606,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",6.2,3699,6
s1607,TV-MA,118 min,"Comedies, Dramas, International Movies",5.5,1266,5.3
s1608,TV-MA,58 min,Stand-Up Comedy,6.2,424,6.1
s1609,PG-13,117 min,Action & Adventure,6,29778,5.8
s1610,TV-Y,48 min,Children & Family Movies,7,1467,7.5
s1611,PG-13,139 min,Thrillers,6.1,1863,5.8
s1612,TV-14,2 Seasons,Reality TV,4.8,23008,4.5
s1613,R,115 min,"Comedies, Independent Movies",7.4,12475,7.9
s1614,PG-13,109 min,"Dramas, International Movies, Romantic Movies",7.1,28112,7.2
s1615,TV-Y,1 Season,Kids' TV,4.6,1141,4.5
s1616,TV-14,2 Seasons,Reality TV,4.1,7205,4.1
s1617,PG,91 min,"Children & Family Movies, Comedies",4.2,10438,4.7
s1618,TV-MA,60 min,Comedies,6.5,375,6
s1619,TV-Y,4 Seasons,"British TV Shows, Kids' TV",4.8,13777,4.7
s1620,TV-Y,1 Season,"Kids' TV, TV Comedies",4.5,21780,4.7
s1621,R,102 min,Action & Adventure,6.9,15285,6.8
s1622,PG-13,120 min,Action & Adventure,4,29537,4.4
s1623,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",6.9,6526,6.7
s1624,TV-14,1 Season,"Reality TV, Romantic TV Shows",5,28681,5.1
s1625,PG-13,149 min,Thrillers,5.3,2555,4.9
s1626,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries",6.7,16252,6.2
s1627,R,91 min,"Action & Adventure, Comedies",6.5,3663,6.9
s1628,TV-PG,1 Season,Docuseries,5.4,11895,5.3
s1629,TV-PG,1 Season,"British TV Shows, Reality TV",7.8,12191,7.3
s1630,TV-MA,99 min,"Horror Movies, International Movies",5.6,29726,6
s1631,TV-PG,106 min,"Dramas, International Movies",5,158,4.8
s1632,R,108 min,Thrillers,5.9,11778,6.2
s1633,TV-Y,45 min,Children & Family Movies,7,3551,7.1
s1634,TV-MA,93 min,Action & Adventure,7.8,24631,7.6
s1635,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",5.3,27511,5.4
s1636,TV-Y,22 min,Children & Family Movies,4.4,1853,4.9
s1637,TV-PG,81 min,"Children & Family Movies, Documentaries",7,344,6.8
s1638,TV-MA,98 min,"Horror Movies, International Movies",5.9,8763,5.9
s1639,TV-MA,1 Season,"International TV Shows, Reality TV",6.5,16002,6.4
s1640,TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",7.2,3948,7.7
s1641,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.7,2140,6.4
s1642,TV-14,2 Seasons,Reality TV,6.8,603,6.8
s1643,TV-MA,100 min,"Action & Adventure, International Movies",5.2,4377,5.2
s1644,TV-MA,112 min,"International Movies, Thrillers",7.7,11285,7.8
s1645,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",4,28120,4.3
s1646,TV-14,68 min,Stand-Up Comedy,6.6,272,7
s1647,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",6.6,7282,6.8
s1648,TV-14,121 min,"Comedies, International Movies, Romantic Movies",6.9,8623,7.4
s1649,R,95 min,Horror Movies,4.5,26405,4.6
s1650,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",7.9,5163,7.7
s1651,TV-PG,87 min,Music & Musicals,7.2,335,6.7
s1652,PG,115 min,"Children & Family Movies, Comedies",6,29764,6.1
s1653,TV-14,171 min,"Horror Movies, International Movies, Thrillers",5.7,25021,6
s1654,TV-14,171 min,"Horror Movies, International Movies, Thrillers",7.8,13747,8.2
s1655,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.3,27398,6
s1656,TV-Y,46 min,"Children & Family Movies, Comedies",5.2,126,5.2
s1657,R,117 min,Dramas,5.7,25341,5.2
s1658,TV-MA,84 min,"Dramas, International Movies",6.4,943,6
s1659,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",5.2,237,5.7
s1660,R,98 min,Action & Adventure,4.6,27887,4.3
s1661,TV-MA,83 min,"Documentaries, Music & Musicals",6.5,2078,6.2
s1662,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5,24194,5.3
s1663,TV-14,97 min,"Action & Adventure, Comedies, International Movies",5.4,28718,5.2
s1664,TV-PG,99 min,"Children & Family Movies, Music & Musicals",7.2,12140,6.7
s1665,R,108 min,Action & Adventure,6.6,22515,6.6
s1666,TV-14,93 min,"International Movies, Thrillers",5.2,29084,5.3
s1667,TV-Y,42 min,Children & Family Movies,6.2,1300,5.9
s1668,TV-G,3 Seasons,"Docuseries, International TV Shows",7.7,630,7.6
s1669,TV-14,1 Season,"International TV Shows, TV Dramas",5.4,8,5.5
s1670,PG,13 min,Dramas,7.8,16567,7.9
s1671,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",5.5,3976,5.7
s1672,TV-PG,64 min,"Children & Family Movies, Comedies",3.6,733,3.7
s1673,TV-PG,1 Season,"Docuseries, Reality TV",6.9,393,7.4
s1674,TV-MA,162 min,"Dramas, International Movies",4.7,21642,4.2
s1675,TV-14,130 min,"Action & Adventure, Comedies, International Movies",4.7,26121,4.6
s1676,TV-14,108 min,"Comedies, International Movies, Music & Musicals",5.7,22596,5.3
s1677,TV-14,129 min,"Dramas, International Movies, Romantic Movies",6.8,3464,7.3
s1678,TV-14,105 min,"International Movies, Romantic Movies",6,25089,6
s1679,TV-MA,133 min,"International Movies, Thrillers",5.3,21144,5.7
s1680,TV-14,142 min,"Action & Adventure, Dramas, International Movies",5.9,28412,6.3
s1681,TV-14,128 min,"Dramas, International Movies, Thrillers",7.2,13124,6.9
s1682,TV-G,97 min,"Children & Family Movies, Comedies, Dramas",5.4,11579,5.2
s1683,TV-G,107 min,"Comedies, Dramas, International Movies",6.1,15941,5.8
s1684,TV-14,135 min,"Comedies, International Movies",4.4,1539,4.1
s1685,TV-G,1 Season,Reality TV,5.9,297,6.4
s1686,TV-PG,84 min,"Dramas, International Movies",6.8,23821,6.8
s1687,TV-MA,70 min,Stand-Up Comedy,6,3481,5.5
s1688,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",6.4,3810,6.6
s1689,TV-MA,1 Season,"Docuseries, Reality TV",7.1,1447,7
s1690,PG-13,124 min,"Dramas, Romantic Movies",7.7,29846,7.8
s1691,R,102 min,Documentaries,6.5,26734,6
s1692,TV-G,84 min,"Music & Musicals, Romantic Movies",6.2,14790,6.4
s1693,TV-14,2 Seasons,Reality TV,7.5,13960,7.7
s1694,TV-Y,1 Season,"Anime Series, Kids' TV",7.6,12990,7.7
s1695,PG,95 min,"Children & Family Movies, Comedies",4.2,24627,3.8
s1696,TV-G,84 min,Romantic Movies,6.2,11295,5.7
s1697,TV-Y,2 Seasons,Kids' TV,5.9,130,5.8
s1698,TV-14,2 Seasons,Reality TV,5.6,34029,5.9
s1699,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Dramas",6.3,12238,6.8
